active_gpus,gpu_cap_w,relative_reference_time_allowance,rounding_only_additional_time_margin_s,rounding_only_additional_energy_margin_j,nominal_energy_reduction_pct,rounding_only_energy_reduction_lower_pct,mean_candidate_passes_rounding_and_zero_overhead_screen,is_reference
2,100,1,-24.445,-77850.000,-42.68948118898760557200833610,-42.69613623275838429264814760,False,False
2,110,1,72.785,-34050.000,-18.66842162992212350553910280,-18.67441796692900430526229190,False,False
2,120,1,115.745,-16550.000,-9.070966326642535921904135100,-9.076699481723201798886664700,False,False
2,130,1,151.115,-2380.000,-1.299769661072721289897992800,-1.305289713987989140867085300,False,False
2,140,1,169.735,3440.000,1.892069759789404409345179340,1.886637233663312035538980450,True,False
2,150,1,182.615,6630.000,3.641548755072940660304924870,3.636164203252255463844023360,True,False
2,160,1,192.305,8280.000,4.546451683667873203904793240,4.541091946143088271588011080,True,False
2,170,1,200.155,9190.000,5.045519359438411758253811560,5.040173307373790001919543700,True,False
2,180,1,205.965,9890.000,5.429417571569595261599210270,5.424082046782022102174568790,True,False
2,190,1,210.645,8950.000,4.913897115279148842821103430,4.908547453862396138974963670,True,False
2,200,1,214.935,8350.000,4.584841504880991554239333110,4.579482820083911481613513590,True,False
2,210,1,218.165,7260.000,3.987057145991005813315783700,3.981682068719664354073545950,True,False
2,220,1,219.725,5300.000,2.912142152023692003948667320,2.906737598376614473359475690,True,False
2,230,1,222.825,4260.000,2.341779094000219370406932100,2.336358899827241067266295550,True,False
2,240,1,224.645,2500.000,1.376549303498957990567072500,1.371102640743686072339375330,True,False
2,250,1,226.715,1420.000,0.7842492047822748711198859300,0.7787862999424136890887651800,True,False
2,260,1,228.425,0,0,0,True,True
4,100,0,-282.520,-118500.000,-75.62065224328291531048567230,-75.62944761783195583495548390,False,False
4,110,0,-110.300,-22550.000,-14.38509158210479290318463210,-14.39193285892076459137760470,False,False
4,120,0,-71.170,-1080.000,-0.682877018316420958580636900,-0.689281041580240610141366400,False,False
4,130,0,-49.710,9410.000,6.011870572467930308251962470,6.005680186361170501324313110,False,False
4,140,0,-34.060,16480.000,10.52396451592316038036888123,10.51791811596515301400899895,False,False
4,150,0,-25.980,18100.000,11.55785308571063884102367732,11.55183967833551392922104860,False,False
4,160,0,-20.900,17240.000,11.00899865977407620141681026,11.00296773781791492484921977,False,False
4,170,0,-16.270,16480.000,10.52396451592316038036888123,10.51791811596515301400899895,False,False
4,180,0,-12.930,14980.000,9.566660284638458101984810770,9.560583335992596611034878900,False,False
4,190,0,-9.560,13780.000,8.800816899610696279277554410,8.794715512014551488655582860,False,False
4,200,0,-7.870,11570.000,7.390388665517901589125023930,7.384242269521651721607045980,False,False
4,210,0,-5.810,9710.000,6.203331418724870763928776570,6.197147142355681781919137120,False,False
4,220,0,-6.350,6390.000,4.084498053481396387772033950,4.078246162683090276669751410,False,False
4,230,0,-3.440,5350.000,3.420767119790669474759078440,3.414494048568784503941028180,False,False
4,240,0,-2.260,3370.000,2.157125534494862467292105430,2.150812139005010052015189710,False,False
4,250,0,-1.030,1870.000,1.199821303210160188908034970,1.193477359032453649041069660,False,False
4,260,0,0.000,0,0,0,True,True
4,100,0.025,-279.312625,-118500.000,-75.62065224328291531048567230,-75.62944761783195583495548390,False,False
4,110,0.025,-107.092625,-22550.000,-14.38509158210479290318463210,-14.39193285892076459137760470,False,False
4,120,0.025,-67.962625,-1080.000,-0.682877018316420958580636900,-0.689281041580240610141366400,False,False
4,130,0.025,-46.502625,9410.000,6.011870572467930308251962470,6.005680186361170501324313110,False,False
4,140,0.025,-30.852625,16480.000,10.52396451592316038036888123,10.51791811596515301400899895,False,False
4,150,0.025,-22.772625,18100.000,11.55785308571063884102367732,11.55183967833551392922104860,False,False
4,160,0.025,-17.692625,17240.000,11.00899865977407620141681026,11.00296773781791492484921977,False,False
4,170,0.025,-13.062625,16480.000,10.52396451592316038036888123,10.51791811596515301400899895,False,False
4,180,0.025,-9.722625,14980.000,9.566660284638458101984810770,9.560583335992596611034878900,False,False
4,190,0.025,-6.352625,13780.000,8.800816899610696279277554410,8.794715512014551488655582860,False,False
4,200,0.025,-4.662625,11570.000,7.390388665517901589125023930,7.384242269521651721607045980,False,False
4,210,0.025,-2.602625,9710.000,6.203331418724870763928776570,6.197147142355681781919137120,False,False
4,220,0.025,-3.142625,6390.000,4.084498053481396387772033950,4.078246162683090276669751410,False,False
4,230,0.025,-0.232625,5350.000,3.420767119790669474759078440,3.414494048568784503941028180,False,False
4,240,0.025,0.947375,3370.000,2.157125534494862467292105430,2.150812139005010052015189710,True,False
4,250,0.025,2.177375,1870.000,1.199821303210160188908034970,1.193477359032453649041069660,True,False
4,260,0.025,3.207375,0,0,0,True,True
4,100,0.05,-276.10525,-118500.000,-75.62065224328291531048567230,-75.62944761783195583495548390,False,False
4,110,0.05,-103.88525,-22550.000,-14.38509158210479290318463210,-14.39193285892076459137760470,False,False
4,120,0.05,-64.75525,-1080.000,-0.682877018316420958580636900,-0.689281041580240610141366400,False,False
4,130,0.05,-43.29525,9410.000,6.011870572467930308251962470,6.005680186361170501324313110,False,False
4,140,0.05,-27.64525,16480.000,10.52396451592316038036888123,10.51791811596515301400899895,False,False
4,150,0.05,-19.56525,18100.000,11.55785308571063884102367732,11.55183967833551392922104860,False,False
4,160,0.05,-14.48525,17240.000,11.00899865977407620141681026,11.00296773781791492484921977,False,False
4,170,0.05,-9.85525,16480.000,10.52396451592316038036888123,10.51791811596515301400899895,False,False
4,180,0.05,-6.51525,14980.000,9.566660284638458101984810770,9.560583335992596611034878900,False,False
4,190,0.05,-3.14525,13780.000,8.800816899610696279277554410,8.794715512014551488655582860,False,False
4,200,0.05,-1.45525,11570.000,7.390388665517901589125023930,7.384242269521651721607045980,False,False
4,210,0.05,0.60475,9710.000,6.203331418724870763928776570,6.197147142355681781919137120,True,False
