province,export,ai_share,slack_mult,slack_base_h,case,total_cost,investment,new_ocgt,new_onwind,new_solar,new_batt_mw,emissions_t,curtail,ai_mwh,import_mwh,export_mwh,s3_compensation_floor_expweek,s3_mean_commitment_mw,peak_2030
Gansu,True,0.05,3.0,24.0,S1,151560813.19723552,20159458.282957952,0.0,0.0,27482.932480827243,-0.0,4657347.094762062,4.361234865150611e-05,138627.42012530845,0.0,1737614.9889816754,0.0,0.0,24971.915675619126
Gansu,True,0.05,3.0,24.0,S2,151533342.78597838,20159458.282957952,0.0,0.0,27482.932480827243,-0.0,4656349.563505976,-8.344825830471699e-19,137710.04222808036,0.0,1737703.657962426,0.0,0.0,24971.915675619126
Gansu,True,0.05,3.0,24.0,S1rt,151533374.50906485,20159458.282957952,0.0,0.0,27482.932480827243,-0.0,4656349.891774389,8.257016001027601e-06,137700.63602093843,0.0,1737690.3470025402,0.0,0.0,24971.915675619126
Gansu,True,0.05,3.0,24.0,S3,151560813.19723552,20159458.282957952,0.0,0.0,27482.932480827243,-0.0,4657347.094762062,4.361234865150611e-05,138627.42012530845,0.0,1737614.9889816754,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,NOAI,147119831.63164243,18779817.916438796,0.0,0.0,25602.10004432656,0.0,4573050.038370704,5.563380815182136e-05,0.0,0.0,2013227.8187899434,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,S0,157304336.20492068,21438127.864297118,0.0,0.0,29226.113734806637,-0.0,4824689.957597033,0.00019931456725391555,344563.5905931281,0.0,1779700.1381331468,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,S0e,155954283.36514333,20367749.583631232,0.0,0.0,27766.89128926341,-0.0,4817099.031608488,5.7039182761718764e-05,298940.5109157829,0.0,1805951.2488642465,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,S1,155995002.64263293,20501979.120258063,0.0,0.0,27949.883373686956,-0.0,4814158.410636186,8.133523882661669e-05,300634.5763518851,0.0,1810718.4022910474,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,S2,155948144.3082654,20501979.120258063,0.0,0.0,27949.883373686956,-0.0,4812381.227731983,1.3543163340015744e-18,299028.3923885566,0.0,1810117.682879894,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,S1rt,155948240.23641548,20501979.120258063,0.0,0.0,27949.883373686956,-0.0,4812380.694568448,1.0000883206415613e-05,299016.887658342,0.0,1810071.162969918,0.0,0.0,24971.915675619126
Gansu,True,0.1,1.0,6.0,S3,155995002.64263293,20501979.120258063,0.0,0.0,27949.883373686956,-0.0,4814158.410636186,8.133523882661669e-05,300634.5763518851,0.0,1810718.4022910474,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,NOAI,147119831.63164243,18779817.916438796,0.0,0.0,25602.10004432656,0.0,4573050.038370704,5.563380815182136e-05,0.0,0.0,2013227.8187899434,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,S0,157304336.20492068,21438127.864297118,0.0,0.0,29226.113734806637,-0.0,4824689.957597033,0.00019931456725391482,344563.5905931281,0.0,1779700.1381331468,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,S0e,155257300.455757,20288129.262249667,0.0,0.0,27658.34671004319,-0.0,4796126.76250863,4.253951288772132e-05,275326.40430182184,0.0,1821818.050888992,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,S1,155305767.6938007,20288129.262249667,0.0,0.0,27658.34671004319,-0.0,4798210.310304843,4.253951288772206e-05,277254.8402506169,0.0,1824945.751885158,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,S2,155251039.8093079,20288129.26224968,0.0,0.0,27658.346710043203,-0.0,4796219.692292796,8.7760320256964e-19,275371.6109685654,0.0,1825062.7597200635,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,S1rt,155251733.71208426,20440034.240385443,0.0,0.0,27865.435323189915,-0.0,4790820.948998421,2.8862976047238935e-05,275401.27204187686,0.0,1826329.7889788284,0.0,0.0,24971.915675619126
Gansu,True,0.1,3.0,24.0,S3,155305767.6938007,20288129.262249667,0.0,0.0,27658.34671004319,-0.0,4798210.310304843,4.253951288772206e-05,277254.8402506169,0.0,1824945.751885158,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,NOAI,146451944.24943557,17190837.53075623,0.0,0.0,23435.87910524559,0.0,4641246.324400325,8.334921600204607e-17,0.0,0.0,2358666.6545654903,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,S0,166804101.4724041,20846085.134611063,0.0,0.0,28418.99530248837,-0.0,5204228.518199986,7.664191582428342e-17,689127.1811862562,0.0,1887704.806812435,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,S0e,164102968.65453523,20323883.527668588,0.0,0.0,27707.08968957258,-0.0,5131168.390674132,-6.839470117659604e-17,597881.0218315658,0.0,1953246.83413834,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,S1,164183475.8458724,20323883.527668595,0.0,0.0,27707.089689572585,-0.0,5134905.0633599,7.78193041216591e-17,601269.1527037702,0.0,1961201.4899965562,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,S2,164090233.9458088,20355243.292832706,0.0,0.0,27749.84174652386,-0.0,5130253.730417855,4.610120649667794e-18,597887.1451614592,0.0,1960220.412136023,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,S1rt,164090311.38769528,20323883.527668588,0.0,0.0,27707.08968957258,-0.0,5131375.476906298,-6.839470117659604e-17,597881.0218315658,0.0,1959946.6828262638,0.0,0.0,24971.915675619126
Gansu,True,0.2,1.0,6.0,S3,164183475.8458724,20323883.527668595,0.0,0.0,27707.089689572585,-0.0,5134905.0633599,7.78193041216591e-17,601269.1527037702,0.0,1961201.4899965562,0.0,0.0,24971.915675619126
Gansu,True,0.2,3.0,24.0,NOAI,146451944.24943557,17190837.53075623,0.0,0.0,23435.87910524559,0.0,4641246.324400325,8.334921600204607e-17,0.0,0.0,2358666.6545654903,0.0,0.0,24971.915675619126
Gansu,True,0.2,3.0,24.0,S0,166804101.4724041,20846085.134611063,0.0,0.0,28418.99530248837,-0.0,5204228.518199986,7.664191582428342e-17,689127.1811862562,0.0,1887704.806812435,0.0,0.0,24971.915675619126
Gansu,True,0.2,3.0,24.0,S0e,162710226.1697039,20323883.527668588,0.0,0.0,27707.08968957258,-0.0,5083507.861641945,-6.839470117659604e-17,550652.8086036437,0.0,1985562.3161847563,0.0,0.0,24971.915675619126
