GEM unit/phase ID,Plant / Project name,province,technology,capacity_mw,Status,start,retired,included_2030,selection_reason
G100000600757,Fuquan hydroelectric plant,Guizhou,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001046516,Fushi hydroelectric plant,Guangxi,conventional storage,54.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000600758,Futang hydroelectric plant,Sichuan,run-of-river,360.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000600759,Gaixiaba hydroelectric plant,Chongqing,conventional storage,132.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001031145,Gangkouwan hydroelectric plant,Anhui,conventional storage,60.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100001051184,Gangqu River Stage 1 hydroelectric plant,Yunnan,conventional and run-of-river,60.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000600760,Gangtuo hydroelectric plant,Tibet,conventional storage,1100.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604385,Ganlanba hydroelectric plant,Yunnan,conventional storage,195.0,announced,2028.0,,False,excluded_status_or_vintage
G100001027160,Gansu Bazang hydroelectric plant,Gansu,run-of-river,51.0,construction,,,False,unknown_start_year_not_imputed
G100001027947,Gansu Qingshui Pumped Storage hydroelectric plant,Gansu,pumped storage,2100.0,construction,2031.0,,False,excluded_status_or_vintage
G100001027159,Gansu Suoertou hydroelectric plant,Gansu,run-of-river,66.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001027161,Gansu Tanchang County Shawan hydroelectric plant,Gansu,conventional storage,51.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100001027162,Gansu Taolai River Dongshuixia hydroelectric plant,Gansu,run-of-river,53.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600762,Ganxian hydroelectric plant,Jiangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600763,Ganxipo hydroelectric plant,Sichuan,run-of-river,75.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000600764,Gaobazhou hydroelectric plant,Hubei,conventional storage,270.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000600765,Gaofengshan hydroelectric plant,Sichuan,conventional storage,75.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000600766,Gaoqiao hydroelectric plant,Yunnan,conventional storage,90.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100001031185,Gaosha hydroelectric plant,Fujian,run-of-river,50.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100000600767,Gaosheng hydroelectric plant,Guizhou,conventional storage,106.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100001048092,Gaotan hydroelectric plant,Hubei,conventional storage,57.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100001048093,Gaotan hydroelectric plant,Hubei,conventional storage,45.0,announced,,,False,unknown_start_year_not_imputed
G100001051133,Geda hydroelectric plant,Sichuan,run-of-river,60.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000600768,Geheyan hydroelectric plant,Hubei,conventional storage,1200.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000600769,Gelantan hydroelectric plant,Yunnan,conventional storage,450.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000600770,Geliqiao hydroelectric plant,Guizhou,conventional storage,150.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000600771,Gengda hydroelectric plant,Sichuan,conventional storage,160.0,operating,1986.0,,True,operating_or_construction_start_by_2030
G100000600772,Gezhen hydroelectric plant,Hainan,run-of-river,82.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600773,Gezhouba hydroelectric plant,Hubei,conventional storage,2735.0,operating,1988.0,,True,operating_or_construction_start_by_2030
G100000604398,Go Habuqile hydroelectric plant,Xinjiang,conventional storage,257.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000600775,Gongboxia hydroelectric plant,Qinghai,conventional storage,1500.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000600776,Gongguoqiao hydroelectric plant,Yunnan,conventional storage,900.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000600777,Gonghe hydroelectric plant,Qinghai,pumped storage,4000.0,pre-construction,2029.0,,False,excluded_status_or_vintage
G100000604400,Gongjiagou hydroelectric plant,Hubei,pumped storage,1800.0,announced,,,False,unknown_start_year_not_imputed
G100000600778,Gongshang hydroelectric plant,Henan,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000600779,Gongzui hydroelectric plant,Sichuan,conventional storage,770.0,operating,1978.0,,True,operating_or_construction_start_by_2030
G100000600780,Goupitan hydroelectric plant,Guizhou,conventional storage,3000.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600781,Guandi hydroelectric plant,Sichuan,conventional storage,2400.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001031306,Guangdong Changtan hydroelectric plant,Guangdong,conventional storage,65.0,operating,1987.0,,True,operating_or_construction_start_by_2030
G100000600782,Guanghanping hydroelectric plant,Hunan,pumped storage,1800.0,construction,,,False,unknown_start_year_not_imputed
G100000600783,Guangshui hydroelectric plant,Hubei,pumped storage,360.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001027163,Guangxi Baise Tianlin Dongba hydroelectric plant,Guangxi,conventional storage,72.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001027164,Guangxi Nabi hydroelectric plant,Guangxi,conventional storage,48.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100001027165,Guangxi Xiafu hydroelectric plant,Guangxi,conventional storage,50.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001027166,Guangxi Youjiang Naji Dam hydroelectric plant,Guangxi,run-of-river,66.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001027944,Guangxi Yulin Pumped Storage hydroelectric plant,Guangxi,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000600784,Guangzhao hydroelectric plant,Guizhou,conventional storage,1040.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000600785,Guangzhou hydroelectric plant,Guangdong,pumped storage,2400.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000600786,Guanling Guangma hydroelectric plant,Guizhou,pumped storage,800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600787,Guanmaozhou hydroelectric plant,Sichuan,conventional storage,110.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000604184,Guanting Pumped Storage hydroelectric plant,Hebei,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600788,Guanyang hydroelectric plant,Guangxi,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000600789,Guanyinyan hydroelectric plant,Yunnan,conventional storage,3000.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000600790,Guanzhou hydroelectric plant,Sichuan,run-of-river,240.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000600791,Guazhi hydroelectric plant,Guizhou,conventional storage,150.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600792,Gucheng hydroelectric plant,Sichuan,run-of-river,168.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000600793,Gudi hydroelectric plant,Sichuan,conventional storage,138.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000600794,Guding hydroelectric plant,Guangxi,conventional storage,80.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001051130,Guidufu hydroelectric plant,Sichuan,conventional storage,63.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000600795,Guigang hydroelectric plant,Guangxi,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000600796,Guigang Multi-Purpose Navigation hydroelectric plant,Guangxi,conventional storage,120.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100001046512,Guiping hydroelectric plant,Guangxi,conventional storage,47.0,operating,1992.0,,True,operating_or_construction_start_by_2030
G100000604409,Guiyang hydroelectric plant,Guizhou,pumped storage,1500.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100001027167,Guizhou Huidong hydroelectric plant,Guizhou,conventional storage,50.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000604410,Guizhou Jiayan hydroelectric plant,Guizhou,conventional storage,90.0,construction,,,False,unknown_start_year_not_imputed
G100000600798,Guoduo hydroelectric plant,Tibet,conventional storage,160.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100001051084,Guojundu hydroelectric plant,Sichuan,conventional storage,45.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000604411,Guolangqiao hydroelectric plant,Sichuan,conventional storage,220.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000600800,Guotong hydroelectric plant,Sichuan,conventional storage,140.0,announced,,,False,unknown_start_year_not_imputed
G100000600801,Gushui hydroelectric plant,Yunnan,conventional storage,1800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600802,Gutianxi I Pumped Storage hydroelectric plant,Fujian,pumped storage,250.0,construction,,,False,unknown_start_year_not_imputed
G100001031188,Gutianxi Stage 1 hydroelectric plant,Fujian,run-of-river,62.0,operating,1956.0,,True,operating_or_construction_start_by_2030
G100000600803,Guwa hydroelectric plant,Sichuan,conventional storage,205.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100001027168,Guxian Dam hydroelectric plant,Henan,conventional storage,60.0,operating,1993.0,,True,operating_or_construction_start_by_2030
G100000600804,Guxue hydroelectric plant,Tibet,conventional storage,2200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604412,Guyuan hydroelectric plant,Ningxia,pumped storage,1000.0,announced,,,False,unknown_start_year_not_imputed
